,algorithm_params/mean[0],algorithm_params/covariance_matrix_mean[0],algorithm_params/covariance_matrix_variance[0],algorithm_params/mean[1],algorithm_params/covariance_matrix_mean[1],algorithm_params/covariance_matrix_variance[1],algorithm_params/mean[2],algorithm_params/covariance_matrix_mean[2],algorithm_params/covariance_matrix_variance[2],algorithm_params/mean[3],algorithm_params/covariance_matrix_mean[3],algorithm_params/covariance_matrix_variance[3],algorithm_params/mean[4],algorithm_params/covariance_matrix_mean[4],algorithm_params/covariance_matrix_variance[4],algorithm_params/mean[5],algorithm_params/covariance_matrix_mean[5],algorithm_params/covariance_matrix_variance[5],algorithm_params/mean[6],algorithm_params/covariance_matrix_mean[6],algorithm_params/covariance_matrix_variance[6],algorithm_params/mean[7],algorithm_params/covariance_matrix_mean[7],algorithm_params/covariance_matrix_variance[7],algorithm_params/mean[8],algorithm_params/covariance_matrix_mean[8],algorithm_params/covariance_matrix_variance[8],algorithm_params/mean[9],algorithm_params/covariance_matrix_mean[9],algorithm_params/covariance_matrix_variance[9],algorithm_params/mean[10],algorithm_params/covariance_matrix_mean[10],algorithm_params/covariance_matrix_variance[10],algorithm_params/mean[11],algorithm_params/covariance_matrix_mean[11],algorithm_params/covariance_matrix_variance[11],algorithm_params/mean[12],algorithm_params/covariance_matrix_mean[12],algorithm_params/covariance_matrix_variance[12],algorithm_params/mean[13],algorithm_params/covariance_matrix_mean[13],algorithm_params/covariance_matrix_variance[13],algorithm_params/mean[14],algorithm_params/covariance_matrix_mean[14],algorithm_params/covariance_matrix_variance[14],algorithm_params/mean[15],algorithm_params/covariance_matrix_mean[15],algorithm_params/covariance_matrix_variance[15],algorithm_params/mean[16],algorithm_params/covariance_matrix_mean[16],algorithm_params/covariance_matrix_variance[16],algorithm_params/mean[17],algorithm_params/covariance_matrix_mean[17],algorithm_params/covariance_matrix_variance[17],algorithm_params/mean[18],algorithm_params/covariance_matrix_mean[18],algorithm_params/covariance_matrix_variance[18],algorithm_params/mean[19],algorithm_params/covariance_matrix_mean[19],algorithm_params/covariance_matrix_variance[19],eval/mean_reward
0,0.5909243822097778,0.0512005053460598,0.04684349149465561,0.44219714403152466,0.04780884459614754,0.04489680752158165,0.3468690514564514,0.04932897165417671,0.04702690988779068,0.051523130387067795,0.05628526210784912,0.04963462054729462,0.42771849036216736,0.055495597422122955,0.048868339508771896,0.5398081541061401,0.04854716360569,0.04579763114452362,0.6429284811019897,0.0568583607673645,0.04922585189342499,0.8387232422828674,0.05454381927847862,0.046567659825086594,0.1316046267747879,0.04853474348783493,0.047808848321437836,0.8548088073730469,0.04939141497015953,0.04764939844608307,0.27371150255203247,0.04806502163410187,0.047440044581890106,0.23669765889644623,0.05329684168100357,0.04710180684924126,0.7736897468566895,0.04803837090730667,0.04796824976801872,0.8307381272315979,0.05115807056427002,0.0469476617872715,0.3686559498310089,0.0531066432595253,0.04619595408439636,0.2233264297246933,0.050419364124536514,0.046951159834861755,0.7595219612121582,0.05354350432753563,0.04811424762010574,0.1834852248430252,0.04925380274653435,0.04742426425218582,0.4643181264400482,0.05158410221338272,0.04588353633880615,0.04154696315526962,0.050203002989292145,0.046555209904909134,116.10997009277344
1,0.5977115631103516,0.0533330999314785,0.045641642063856125,0.4745350480079651,0.04688137769699097,0.044286374002695084,0.3710635006427765,0.04837142676115036,0.04690530523657799,-0.04488929733633995,0.05334863066673279,0.05022198334336281,0.4505027234554291,0.05681213364005089,0.04879166558384895,0.6279637813568115,0.04902685061097145,0.04584363475441933,0.7269606590270996,0.05757369101047516,0.0505361370742321,0.6841364502906799,0.05075616389513016,0.051463570445775986,0.1419762223958969,0.04837331175804138,0.04813366383314133,0.8700852990150452,0.048666201531887054,0.04729633405804634,0.21551814675331116,0.04729252681136131,0.04787831008434296,0.22800856828689575,0.05035250261425972,0.04601399227976799,0.8193705677986145,0.04726257547736168,0.04926927760243416,0.7334364056587219,0.049019716680049896,0.04793228209018707,0.4650810956954956,0.05487700551748276,0.04578860104084015,0.23953387141227722,0.05081559345126152,0.04668331891298294,0.7521964907646179,0.05111227557063103,0.04795956611633301,0.18647293746471405,0.05228801444172859,0.04614337161183357,0.5877683758735657,0.0530104823410511,0.04777322709560394,0.055143002420663834,0.05088714882731438,0.04468239098787308,118.21197509765625
2,0.5630452036857605,0.051313117146492004,0.04533405974507332,0.5115480422973633,0.04712894186377525,0.04428015276789665,0.355393648147583,0.04782282933592796,0.04724397882819176,-0.166817307472229,0.05039181932806969,0.05485878884792328,0.5101165771484375,0.056861814111471176,0.04862117022275925,0.6114557385444641,0.049691036343574524,0.04567226767539978,0.7417822480201721,0.05723699927330017,0.04977031797170639,0.6689344644546509,0.04980163648724556,0.0526343509554863,0.21532273292541504,0.05175979435443878,0.04869428277015686,0.8638896346092224,0.046314407140016556,0.04600949585437775,0.37219157814979553,0.04956870526075363,0.04964905232191086,0.36651480197906494,0.05430249497294426,0.047795768827199936,0.8272876143455505,0.046771492809057236,0.04922601208090782,0.7515075206756592,0.047780998051166534,0.04819362610578537,0.46077224612236023,0.05343949422240257,0.04539952054619789,0.2199162095785141,0.049766991287469864,0.04712032154202461,0.7963163256645203,0.05052725970745087,0.04729298874735832,0.23856593668460846,0.055602774024009705,0.044423457235097885,0.5399101972579956,0.05143190175294876,0.048960551619529724,0.1738942414522171,0.052843935787677765,0.04661529138684273,120.20521545410156
3,0.6627917885780334,0.053570255637168884,0.04590659588575363,0.48145508766174316,0.044504497200250626,0.044236812740564346,0.48702389001846313,0.05111033469438553,0.04795240983366966,-0.2150806486606598,0.04789387062191963,0.058471981436014175,0.5130630731582642,0.05518170818686485,0.04866083711385727,0.6434311866760254,0.05274368077516556,0.04523005336523056,0.7874241471290588,0.0577925406396389,0.04946810007095337,0.5396815538406372,0.04638583958148956,0.056208424270153046,0.22568760812282562,0.05222374573349953,0.04841694235801697,0.9039503335952759,0.04887552931904793,0.04595264792442322,0.4518783986568451,0.049158331006765366,0.047958798706531525,0.4958994388580322,0.05981152504682541,0.04706600680947304,0.9236488938331604,0.0492057278752327,0.05000278726220131,0.746441662311554,0.048448361456394196,0.048038069158792496,0.45030447840690613,0.052688710391521454,0.04422394558787346,0.2152063399553299,0.048177484422922134,0.04722290113568306,0.9325438737869263,0.05350040644407272,0.04821626842021942,0.2089216113090515,0.054718561470508575,0.04435109719634056,0.6176681518554688,0.05289649963378906,0.04855338856577873,0.19934026896953583,0.05362924560904503,0.04810011759400368,121.44734191894531
4,0.5758956670761108,0.05049470067024231,0.04361504316329956,0.4537202715873718,0.04432741180062294,0.04334328696131706,0.6103605031967163,0.05147926136851311,0.04960760846734047,-0.25178077816963196,0.04598155990242958,0.06049727275967598,0.4860568344593048,0.053024180233478546,0.04761612415313721,0.7728769779205322,0.053925253450870514,0.0463172048330307,0.7375877499580383,0.05841560661792755,0.04939335584640503,0.4038766324520111,0.04381730780005455,0.057951003313064575,0.2265855222940445,0.053594209253787994,0.048590388149023056,0.7664213180541992,0.05062872916460037,0.04648654907941818,0.5920454859733582,0.04852573201060295,0.051750823855400085,0.43774861097335815,0.057217393070459366,0.04685952514410019,0.8428441286087036,0.047874242067337036,0.05161623656749725,0.7252429723739624,0.048178207129240036,0.04840683937072754,0.4911661148071289,0.051813870668411255,0.04396180808544159,0.11777005344629288,0.05063847079873085,0.047341544181108475,0.9245643615722656,0.05225517228245735,0.047894686460494995,0.30668768286705017,0.055452611297369,0.04545356705784798,0.6657648682594299,0.05086499825119972,0.04876682534813881,0.21047814190387726,0.051756516098976135,0.04762909933924675,123.0154800415039
5,0.493739515542984,0.05088493227958679,0.043558429926633835,0.377993106842041,0.04507840797305107,0.04308260232210159,0.619269609451294,0.05168941244482994,0.04972722753882408,-0.3632292151451111,0.04625796526670456,0.06142648681998253,0.5286992192268372,0.05302293971180916,0.047392670065164566,0.7274828553199768,0.05312025547027588,0.044467583298683167,0.7081047892570496,0.058203309774398804,0.04958829656243324,0.2987704575061798,0.042879655957221985,0.05996911972761154,0.2008904218673706,0.053947754204273224,0.046970754861831665,0.7394683957099915,0.05147448554635048,0.04588541015982628,0.5600193738937378,0.050589606165885925,0.05229201912879944,0.4251031279563904,0.05872669443488121,0.048537760972976685,0.8624523282051086,0.048067424446344376,0.050140123814344406,0.7880108952522278,0.04851718246936798,0.04879451170563698,0.5787018537521362,0.05214165896177292,0.04332534596323967,0.11815396696329117,0.050829704850912094,0.047201450914144516,1.0076230764389038,0.05183754488825798,0.04860779270529747,0.4039953052997589,0.05477207526564598,0.046503715217113495,0.7867449522018433,0.05051031708717346,0.048454876989126205,0.22272422909736633,0.05292416736483574,0.0477420948445797,124.89725494384766
6,0.5227072834968567,0.04899723827838898,0.04302794113755226,0.38768044114112854,0.044282667338848114,0.04364035651087761,0.621629536151886,0.0515197329223156,0.04950529709458351,-0.4091894030570984,0.04575565084815025,0.06123916804790497,0.5093458294868469,0.052131492644548416,0.04706943407654762,0.7939482927322388,0.054029010236263275,0.04479816183447838,0.8103681206703186,0.05613713338971138,0.049882497638463974,0.19265787303447723,0.044384900480508804,0.0590766966342926,0.17027130722999573,0.05312051624059677,0.046163514256477356,0.7464597225189209,0.051217108964920044,0.04569759964942932,0.4887326955795288,0.05195195600390434,0.05190074443817139,0.34872761368751526,0.059952784329652786,0.0492391474545002,0.8526540398597717,0.04932459071278572,0.04983941838145256,0.7588484883308411,0.0458555594086647,0.04768538475036621,0.5991089344024658,0.0527048222720623,0.041922759264707565,0.1589369922876358,0.05038370564579964,0.04701695963740349,0.9460798501968384,0.05283584073185921,0.0482684001326561,0.35423949360847473,0.055572718381881714,0.04496491700410843,0.770158052444458,0.0507025383412838,0.048095300793647766,0.22355146706104279,0.05013052374124527,0.04578598961234093,126.70223236083984
7,0.4315142333507538,0.05045730248093605,0.04364270716905594,0.3990970849990845,0.04444657266139984,0.04387194663286209,0.49747681617736816,0.050680436193943024,0.04869069159030914,-0.5950964689254761,0.04764614999294281,0.06423771381378174,0.4871346652507782,0.05189184471964836,0.047533854842185974,0.8390230536460876,0.05462712422013283,0.04396522045135498,0.9018107652664185,0.05508240684866905,0.05067037418484688,-0.052726082503795624,0.0460578016936779,0.06213495507836342,0.23447534441947937,0.05247537046670914,0.04668601229786873,0.6539437770843506,0.05229375883936882,0.046883970499038696,0.591122567653656,0.05311497673392296,0.05015883222222328,0.24578236043453217,0.06072737276554108,0.0483601838350296,0.9454836249351501,0.048200711607933044,0.050280481576919556,0.7555840015411377,0.04563338682055473,0.04754078388214111,0.6769110560417175,0.05195160210132599,0.04114201292395592,0.22228607535362244,0.04859890416264534,0.04709108918905258,0.9673681259155273,0.05190283805131912,0.04730965197086334,0.3622223734855652,0.053969062864780426,0.043665070086717606,0.7541369199752808,0.050794944167137146,0.0482318215072155,0.18459022045135498,0.04994598776102066,0.046407341957092285,130.68406677246094
8,0.40613633394241333,0.049585748463869095,0.041147515177726746,0.35818159580230713,0.04638393595814705,0.043087124824523926,0.694237470626831,0.046571359038352966,0.05185684934258461,-0.6280198097229004,0.04803350567817688,0.06461749225854874,0.4461427628993988,0.05289008840918541,0.04619986563920975,0.8265507221221924,0.05449819192290306,0.04264288395643234,0.8375266790390015,0.056485969573259354,0.04736630246043205,-0.09593725949525833,0.047366831451654434,0.0625639334321022,0.181386336684227,0.052465688437223434,0.046350929886102676,0.6416738033294678,0.05355366691946983,0.04596304893493652,0.5694960951805115,0.053190927952528,0.05030280724167824,0.06331683695316315,0.06333255022764206,0.04951042681932449,0.8554147481918335,0.04981279745697975,0.050048600882291794,0.7386735677719116,0.04608733206987381,0.04688026010990143,0.592201828956604,0.053365133702754974,0.041407302021980286,0.2942121624946594,0.0466819666326046,0.04702608659863472,0.9907223582267761,0.05179537460207939,0.04670463502407074,0.41363969445228577,0.053076863288879395,0.043424468487501144,0.8309901356697083,0.04985661432147026,0.04824938252568245,0.06301864236593246,0.05160161480307579,0.045456383377313614,133.07798767089844
9,0.5810754299163818,0.05217275023460388,0.04194103553891182,0.29741400480270386,0.042677294462919235,0.041827864944934845,0.5846031308174133,0.0468667708337307,0.05202983319759369,-0.40551528334617615,0.04991886019706726,0.06603264808654785,0.49111634492874146,0.05314262583851814,0.045592863112688065,0.9334951043128967,0.05631263926625252,0.04263826459646225,0.8939504027366638,0.054108165204524994,0.04548834264278412,-0.10936006903648376,0.045111630111932755,0.06304396688938141,0.2421826720237732,0.05318029224872589,0.04547709971666336,0.9286430478096008,0.055330727249383926,0.04957497864961624,0.46446114778518677,0.05334986001253128,0.05042603239417076,-0.11091253161430359,0.06018367037177086,0.05176530033349991,0.8616313934326172,0.04911545664072037,0.04956389218568802,0.8183814883232117,0.047177158296108246,0.046159736812114716,0.7919585108757019,0.0555114671587944,0.04076836258172989,0.19193099439144135,0.04458484798669815,0.04753345251083374,1.0719856023788452,0.05088910087943077,0.04595288261771202,0.32631585001945496,0.0512138269841671,0.04318614304065704,0.6391234993934631,0.0500589981675148,0.04906799644231796,0.1211225688457489,0.051371388137340546,0.04577670246362686,137.81283569335938
