,algorithm_params/mean[0],algorithm_params/covariance_matrix_mean[0],algorithm_params/covariance_matrix_variance[0],algorithm_params/mean[1],algorithm_params/covariance_matrix_mean[1],algorithm_params/covariance_matrix_variance[1],algorithm_params/mean[2],algorithm_params/covariance_matrix_mean[2],algorithm_params/covariance_matrix_variance[2],algorithm_params/mean[3],algorithm_params/covariance_matrix_mean[3],algorithm_params/covariance_matrix_variance[3],algorithm_params/mean[4],algorithm_params/covariance_matrix_mean[4],algorithm_params/covariance_matrix_variance[4],algorithm_params/mean[5],algorithm_params/covariance_matrix_mean[5],algorithm_params/covariance_matrix_variance[5],algorithm_params/mean[6],algorithm_params/covariance_matrix_mean[6],algorithm_params/covariance_matrix_variance[6],algorithm_params/mean[7],algorithm_params/covariance_matrix_mean[7],algorithm_params/covariance_matrix_variance[7],algorithm_params/mean[8],algorithm_params/covariance_matrix_mean[8],algorithm_params/covariance_matrix_variance[8],algorithm_params/mean[9],algorithm_params/covariance_matrix_mean[9],algorithm_params/covariance_matrix_variance[9],algorithm_params/mean[10],algorithm_params/covariance_matrix_mean[10],algorithm_params/covariance_matrix_variance[10],algorithm_params/mean[11],algorithm_params/covariance_matrix_mean[11],algorithm_params/covariance_matrix_variance[11],algorithm_params/mean[12],algorithm_params/covariance_matrix_mean[12],algorithm_params/covariance_matrix_variance[12],algorithm_params/mean[13],algorithm_params/covariance_matrix_mean[13],algorithm_params/covariance_matrix_variance[13],algorithm_params/mean[14],algorithm_params/covariance_matrix_mean[14],algorithm_params/covariance_matrix_variance[14],algorithm_params/mean[15],algorithm_params/covariance_matrix_mean[15],algorithm_params/covariance_matrix_variance[15],algorithm_params/mean[16],algorithm_params/covariance_matrix_mean[16],algorithm_params/covariance_matrix_variance[16],algorithm_params/mean[17],algorithm_params/covariance_matrix_mean[17],algorithm_params/covariance_matrix_variance[17],algorithm_params/mean[18],algorithm_params/covariance_matrix_mean[18],algorithm_params/covariance_matrix_variance[18],algorithm_params/mean[19],algorithm_params/covariance_matrix_mean[19],algorithm_params/covariance_matrix_variance[19],algorithm_params/mean[20],algorithm_params/covariance_matrix_mean[20],algorithm_params/covariance_matrix_variance[20],algorithm_params/mean[21],algorithm_params/covariance_matrix_mean[21],algorithm_params/covariance_matrix_variance[21],algorithm_params/mean[22],algorithm_params/covariance_matrix_mean[22],algorithm_params/covariance_matrix_variance[22],algorithm_params/mean[23],algorithm_params/covariance_matrix_mean[23],algorithm_params/covariance_matrix_variance[23],algorithm_params/mean[24],algorithm_params/covariance_matrix_mean[24],algorithm_params/covariance_matrix_variance[24],eval/mean_reward
0,0.026762858033180237,0.03965841606259346,0.038220446556806564,0.016760703176259995,0.03967606648802757,0.03834105655550957,-0.04652269929647446,0.03978949040174484,0.03852930665016174,0.03329750522971153,0.039959486573934555,0.03840368613600731,-0.1227927878499031,0.041916366666555405,0.03902452811598778,0.025012018159031868,0.04169527441263199,0.03780725598335266,0.009426770731806755,0.03999314457178116,0.03821232542395592,-0.01708008348941803,0.03957268223166466,0.03814692795276642,-0.08861102908849716,0.040514882653951645,0.038018204271793365,0.018224364146590233,0.04002831131219864,0.037970270961523056,-0.02719484455883503,0.04002711921930313,0.037714991718530655,0.041615623980760574,0.038750387728214264,0.03818437084555626,0.043018143624067307,0.03848244622349739,0.038078922778367996,0.021399013698101044,0.04083823412656784,0.03828347846865654,0.040498703718185425,0.03899865597486496,0.037512779235839844,0.0075425864197313786,0.0398445650935173,0.0383836105465889,-0.01695379987359047,0.03893132135272026,0.03793380782008171,-0.04618718847632408,0.04186350852251053,0.03934415802359581,0.004742662888020277,0.038802944123744965,0.037605561316013336,-0.0018588542006909847,0.03962806239724159,0.038435764610767365,-0.01797524280846119,0.04067659378051758,0.03832659870386124,-0.06384648382663727,0.04015274718403816,0.0374106839299202,-0.02258082665503025,0.039491694420576096,0.037966400384902954,-0.0433649979531765,0.042642638087272644,0.03903007134795189,-0.07536003738641739,0.04104790836572647,0.0384027399122715,-62.4244384765625
1,0.14478595554828644,0.040814243257045746,0.038377124816179276,-0.017666397616267204,0.03891640901565552,0.038099680095911026,-0.027322841808199883,0.03935879096388817,0.038555633276700974,0.03822698816657066,0.03994099050760269,0.0383751317858696,-0.12793788313865662,0.04235043749213219,0.03910078480839729,-0.0029675080440938473,0.04213783144950867,0.03770186007022858,0.010940137319266796,0.04016349837183952,0.03818148374557495,0.03179953992366791,0.040253207087516785,0.03714022412896156,-0.1625393182039261,0.040218252688646317,0.03759726509451866,0.009748403914272785,0.039520278573036194,0.03773237019777298,-0.11016639322042465,0.04043779522180557,0.03757664933800697,0.08711764216423035,0.03847671300172806,0.03844199702143669,0.020813491195440292,0.03827853128314018,0.03738025203347206,0.08961109817028046,0.04065889120101929,0.03724474087357521,0.012686816044151783,0.038227904587984085,0.03716925531625748,-0.022470686584711075,0.04051405191421509,0.03837653249502182,-0.04756553843617439,0.03845640644431114,0.03797316178679466,-0.028236936777830124,0.04176052287220955,0.03879714757204056,0.02782002091407776,0.03848227858543396,0.03764766827225685,-0.0783248245716095,0.04024021327495575,0.038958121091127396,0.02071615308523178,0.04097360000014305,0.03833424299955368,0.011957056820392609,0.04101293906569481,0.03746310621500015,-0.09274348616600037,0.0404614582657814,0.037880849093198776,-0.035335343331098557,0.0430908277630806,0.03844035416841507,-0.06939645111560822,0.040737446397542953,0.03777189180254936,-84.61558532714844
2,0.11490393429994583,0.04072374105453491,0.03795851022005081,-0.03235781192779541,0.03760397806763649,0.037951890379190445,-0.002100283745676279,0.039029430598020554,0.03888388350605965,0.016915349289774895,0.039328694343566895,0.03765254095196724,-0.09889883548021317,0.03925719112157822,0.038624998182058334,-0.02372150681912899,0.03814774379134178,0.03743918240070343,0.0008482909761369228,0.03815176710486412,0.03816091641783714,0.031011739745736122,0.0374608039855957,0.03644995763897896,-0.16064472496509552,0.039784129709005356,0.03786645829677582,-0.0035669549833983183,0.03788366913795471,0.03766465187072754,-0.08162002265453339,0.038396988064050674,0.03676990047097206,0.11095220595598221,0.04013741388916969,0.038003336638212204,0.025446895509958267,0.03727702051401138,0.03749677911400795,0.004024464171379805,0.03903955966234207,0.037675634026527405,0.021147172898054123,0.03601771593093872,0.03703775629401207,-0.08492857217788696,0.04040774330496788,0.038698773831129074,0.05385083332657814,0.03641613572835922,0.037815503776073456,-0.026212872937321663,0.03946490213274956,0.038703273981809616,0.051757216453552246,0.03892185166478157,0.03731687739491463,-0.1173333153128624,0.03943924978375435,0.0390048511326313,0.04000973328948021,0.042191557586193085,0.038052089512348175,0.05622042343020439,0.04009617865085602,0.03777941316366196,-0.09865359961986542,0.03904030844569206,0.0381489023566246,-0.02042439579963684,0.04276115447282791,0.0383215993642807,0.013219802640378475,0.0408070869743824,0.03828505799174309,-72.2287826538086
3,0.07922022044658661,0.04034881293773651,0.0373409241437912,-0.10274384170770645,0.03879942372441292,0.03837059065699577,-0.04000267758965492,0.040272463113069534,0.03897139057517052,0.062433045357465744,0.038426369428634644,0.037628814578056335,-0.09603184461593628,0.03944350406527519,0.03846078738570213,-0.04610144719481468,0.03834912180900574,0.036647018045186996,-0.014398550614714622,0.037740014493465424,0.03776143863797188,0.05014871433377266,0.036600615829229355,0.035850364714860916,-0.19334296882152557,0.039767105132341385,0.038211848586797714,-0.06753543764352798,0.039438266307115555,0.037206850945949554,-0.05809147655963898,0.03824182599782944,0.03699348121881485,0.11675310134887695,0.03962872549891472,0.03810233995318413,0.0483214296400547,0.036985501646995544,0.03728834167122841,0.012791329063475132,0.03840870410203934,0.037323709577322006,0.024925313889980316,0.036614254117012024,0.036673370748758316,-0.04451703652739525,0.039550285786390305,0.03891406208276749,0.05281780660152435,0.03565337136387825,0.037818681448698044,-0.12629462778568268,0.04142145812511444,0.03938126936554909,0.12842224538326263,0.03725521266460419,0.03767319396138191,-0.13402099907398224,0.03971506655216217,0.039540551602840424,0.04272373020648956,0.0408417247235775,0.037215929478406906,0.05698281526565552,0.03914003446698189,0.03758254647254944,-0.08780187368392944,0.040216706693172455,0.03699520230293274,-0.15225785970687866,0.04392772912979126,0.03950674459338188,-0.03514216095209122,0.042668525129556656,0.037193961441516876,-82.5188980102539
4,0.11718442291021347,0.03959961608052254,0.03721984848380089,-0.14498044550418854,0.039220016449689865,0.038127630949020386,-0.013027135282754898,0.04106903821229935,0.03864258900284767,0.033973366022109985,0.03819389268755913,0.03718547523021698,-0.03300267830491066,0.03904619440436363,0.037601228803396225,-0.0429065003991127,0.03720683604478836,0.03658733889460564,0.010493854060769081,0.036761388182640076,0.037278350442647934,0.06444338709115982,0.03607012704014778,0.03605709224939346,-0.15409304201602936,0.03971094265580177,0.038054630160331726,-0.14078891277313232,0.040018826723098755,0.037370916455984116,-0.009345661848783493,0.03758854791522026,0.03652365878224373,0.04144129529595375,0.03893420845270157,0.03848133236169815,0.00333722704090178,0.037007711827754974,0.037529971450567245,0.011669578030705452,0.038513366132974625,0.03688352555036545,-0.032031331211328506,0.03457029536366463,0.03565462678670883,0.015862567350268364,0.0393843837082386,0.03931549936532974,0.050331681966781616,0.036134518682956696,0.03757396340370178,-0.08700543642044067,0.04290490970015526,0.03859448432922363,0.18055325746536255,0.03709815442562103,0.03875372186303139,-0.07577504217624664,0.04043743014335632,0.03982013836503029,0.06966736167669296,0.040616750717163086,0.036632999777793884,0.1329367458820343,0.03822452202439308,0.03797905892133713,-0.12009380012750626,0.04173911735415459,0.03715692088007927,-0.120331771671772,0.04410957917571068,0.03959079086780548,-0.0758633092045784,0.04304075241088867,0.03786199912428856,-79.43944549560547
5,0.09136976301670074,0.0378020703792572,0.03626642003655434,-0.10176078230142593,0.03756105154752731,0.036905739456415176,-0.0357903391122818,0.04120967537164688,0.03844454884529114,0.0765538141131401,0.039008159190416336,0.03773036226630211,-0.01790325529873371,0.039663732051849365,0.03754805400967598,-0.018477216362953186,0.037263333797454834,0.03657490387558937,0.05110173672437668,0.03843536600470543,0.03655121102929115,0.07132274657487869,0.035444680601358414,0.03584009408950806,-0.19328735768795013,0.040160130709409714,0.03800533711910248,-0.15385177731513977,0.03989651799201965,0.03789514675736427,0.09547095000743866,0.03800901398062706,0.03787095099687576,0.0013303977902978659,0.03908323496580124,0.03826642408967018,-0.029317602515220642,0.03738705813884735,0.037176378071308136,-0.02279965952038765,0.037176016718149185,0.03726344555616379,-0.06959018856287003,0.03316595405340195,0.034745898097753525,0.009430907666683197,0.03879109025001526,0.038677506148815155,0.0828479453921318,0.03607988357543945,0.03846293315291405,-0.16619066894054413,0.04230821877717972,0.03965165466070175,0.18832899630069733,0.03727934509515762,0.03908218443393707,-0.09945861995220184,0.04082317650318146,0.03951540216803551,0.06194619834423065,0.0395364947617054,0.03669276461005211,0.1760966032743454,0.039176151156425476,0.038240138441324234,-0.098835788667202,0.04217154160141945,0.036618463695049286,-0.1713789701461792,0.04346470162272453,0.04018725827336311,0.015169994905591011,0.04391343891620636,0.03835858777165413,-93.84528350830078
6,0.07882121205329895,0.03686826303601265,0.03611336275935173,-0.04305009916424751,0.037203188985586166,0.036645516753196716,-0.08493001013994217,0.041001442819833755,0.03886433318257332,0.061133235692977905,0.039455704391002655,0.037586528807878494,-0.021919583901762962,0.03977087885141373,0.03822072222828865,0.015104090794920921,0.03758047893643379,0.03573384881019592,0.0836518257856369,0.03892035782337189,0.03645879402756691,0.019104527309536934,0.03538571670651436,0.03539317101240158,-0.17524729669094086,0.040062516927719116,0.03778843581676483,-0.10509829223155975,0.038990117609500885,0.03784128651022911,0.049183331429958344,0.038561612367630005,0.03806516155600548,0.020850399509072304,0.0392523892223835,0.038562580943107605,-0.0026568167377263308,0.036580201238393784,0.037175022065639496,0.03950535133481026,0.03827841952443123,0.03739454224705696,-0.08755405992269516,0.033429745584726334,0.034352388232946396,-0.01645686849951744,0.03757424280047417,0.038369957357645035,0.02211972326040268,0.03523775935173035,0.038917966187000275,-0.08719033002853394,0.04161340370774269,0.039323873817920685,0.2132517248392105,0.036915749311447144,0.03951003775000572,-0.10052846372127533,0.04024646431207657,0.03936779871582985,0.040983058512210846,0.038888588547706604,0.036451540887355804,0.18724852800369263,0.03932593762874603,0.0380905345082283,-0.07201783359050751,0.042991943657398224,0.036101244390010834,-0.1749432384967804,0.04353239759802818,0.03975304216146469,0.006327626295387745,0.04281971976161003,0.03831522539258003,-89.74668884277344
7,0.062037743628025055,0.036178141832351685,0.03564336150884628,-0.029133368283510208,0.03552539646625519,0.03545553982257843,-0.07807052880525589,0.04094035178422928,0.03901608660817146,0.0692790225148201,0.03884420916438103,0.03666452690958977,-0.09754769504070282,0.03805601969361305,0.04000873118638992,0.007753780577331781,0.03803040087223053,0.03558238595724106,0.1110961064696312,0.03757978603243828,0.036578286439180374,-0.0057726455852389336,0.03575892373919487,0.03528657928109169,-0.19876928627490997,0.04241658374667168,0.037225063890218735,-0.07634085416793823,0.03964109346270561,0.03801331669092178,0.059491682797670364,0.03692811354994774,0.037733856588602066,-0.02175413817167282,0.038859739899635315,0.038148872554302216,0.06840047240257263,0.038495779037475586,0.03719872236251831,0.014763959683477879,0.038216039538383484,0.03708837926387787,-0.12108933180570602,0.03285330533981323,0.03450123220682144,-0.004466251470148563,0.035810988396406174,0.03799426183104515,0.03846578672528267,0.034427840262651443,0.038662850856781006,-0.08559668064117432,0.04136102646589279,0.03893401473760605,0.2341654896736145,0.036913152784109116,0.03995821252465248,-0.1433335542678833,0.037623126059770584,0.03910772129893303,0.003983271773904562,0.03922819718718529,0.03613899648189545,0.12240217626094818,0.039206959307193756,0.03849022090435028,-0.09357737749814987,0.04248630627989769,0.0364886038005352,-0.14812396466732025,0.04339220002293587,0.03974676877260208,0.03434283286333084,0.04284665361046791,0.03842002898454666,-80.169189453125
8,0.07713102549314499,0.035385314375162125,0.03495379909873009,-0.06398273259401321,0.03696639463305473,0.033669363707304,-0.04109480604529381,0.04088861122727394,0.039263177663087845,0.056743282824754715,0.03790014982223511,0.03655625879764557,-0.22349926829338074,0.03811301663517952,0.042375050485134125,-0.04695756733417511,0.03672444075345993,0.035168588161468506,0.17416973412036896,0.03731013834476471,0.037528734654188156,0.0396314337849617,0.03589349612593651,0.03524668514728546,-0.10343332588672638,0.04249925911426544,0.03810182213783264,0.028131989762187004,0.0397452712059021,0.03891180828213692,0.023752789944410324,0.0373741015791893,0.03778167441487312,-0.07520807534456253,0.03916851803660393,0.03879258409142494,0.029769636690616608,0.03938345983624458,0.036868590861558914,-0.07536938041448593,0.03736802190542221,0.0377030223608017,-0.0783064067363739,0.03372195363044739,0.034855108708143234,-0.007946000434458256,0.03538994863629341,0.037904102355241776,0.04331248253583908,0.03454246744513512,0.038776181638240814,-0.10770595073699951,0.04206144064664841,0.03845101222395897,0.29241594672203064,0.036694739013910294,0.040498651564121246,-0.08102492988109589,0.037681352347135544,0.039247065782547,0.028764139860868454,0.03909188508987427,0.03582108020782471,0.1213243305683136,0.03871912136673927,0.03845635801553726,-0.10214995592832565,0.04330037161707878,0.03592362627387047,-0.16151946783065796,0.043829601258039474,0.03962532430887222,-0.004710652865469456,0.04175033047795296,0.037769168615341187,-67.26919555664062
9,0.09695304185152054,0.03446046635508537,0.03422888368368149,-0.038954854011535645,0.03560624644160271,0.033557914197444916,-0.04530460759997368,0.04110459238290787,0.038657549768686295,0.0537080243229866,0.036737579852342606,0.03622912988066673,-0.26704540848731995,0.037894356995821,0.04386334866285324,-0.05360869690775871,0.03780338913202286,0.03521059453487396,0.1859641969203949,0.038156624883413315,0.03811478614807129,0.05632157251238823,0.03541313111782074,0.03527336195111275,-0.10549189895391464,0.04153353348374367,0.03737359866499901,0.0954500362277031,0.03986237198114395,0.038718465715646744,0.0009629475534893572,0.037632107734680176,0.036721959710121155,-0.03637684881687164,0.03811326622962952,0.03909166157245636,0.09793014824390411,0.03982105478644371,0.036997467279434204,-0.11164452880620956,0.03603428602218628,0.038643330335617065,-0.08749916404485703,0.03304995596408844,0.03458293527364731,0.011264724656939507,0.035301268100738525,0.037611715495586395,0.039210353046655655,0.03527339547872543,0.0383138582110405,-0.08010583370923996,0.04159466549754143,0.03855046629905701,0.3193887174129486,0.03469708934426308,0.040807973593473434,-0.07068348675966263,0.03878941386938095,0.038833361119031906,0.02723761275410652,0.039046816527843475,0.03585651144385338,0.11187852174043655,0.03818919137120247,0.038201604038476944,-0.16835197806358337,0.043226949870586395,0.03683425113558769,-0.24287016689777374,0.043455448001623154,0.04093912988901138,0.029866764321923256,0.042087070643901825,0.03760624676942825,-75.0425796508789
