,algorithm_params/mean[0],algorithm_params/covariance_matrix_mean[0],algorithm_params/covariance_matrix_variance[0],algorithm_params/mean[1],algorithm_params/covariance_matrix_mean[1],algorithm_params/covariance_matrix_variance[1],algorithm_params/mean[2],algorithm_params/covariance_matrix_mean[2],algorithm_params/covariance_matrix_variance[2],algorithm_params/mean[3],algorithm_params/covariance_matrix_mean[3],algorithm_params/covariance_matrix_variance[3],algorithm_params/mean[4],algorithm_params/covariance_matrix_mean[4],algorithm_params/covariance_matrix_variance[4],algorithm_params/mean[5],algorithm_params/covariance_matrix_mean[5],algorithm_params/covariance_matrix_variance[5],algorithm_params/mean[6],algorithm_params/covariance_matrix_mean[6],algorithm_params/covariance_matrix_variance[6],algorithm_params/mean[7],algorithm_params/covariance_matrix_mean[7],algorithm_params/covariance_matrix_variance[7],algorithm_params/mean[8],algorithm_params/covariance_matrix_mean[8],algorithm_params/covariance_matrix_variance[8],algorithm_params/mean[9],algorithm_params/covariance_matrix_mean[9],algorithm_params/covariance_matrix_variance[9],algorithm_params/mean[10],algorithm_params/covariance_matrix_mean[10],algorithm_params/covariance_matrix_variance[10],algorithm_params/mean[11],algorithm_params/covariance_matrix_mean[11],algorithm_params/covariance_matrix_variance[11],algorithm_params/mean[12],algorithm_params/covariance_matrix_mean[12],algorithm_params/covariance_matrix_variance[12],algorithm_params/mean[13],algorithm_params/covariance_matrix_mean[13],algorithm_params/covariance_matrix_variance[13],algorithm_params/mean[14],algorithm_params/covariance_matrix_mean[14],algorithm_params/covariance_matrix_variance[14],algorithm_params/mean[15],algorithm_params/covariance_matrix_mean[15],algorithm_params/covariance_matrix_variance[15],algorithm_params/mean[16],algorithm_params/covariance_matrix_mean[16],algorithm_params/covariance_matrix_variance[16],algorithm_params/mean[17],algorithm_params/covariance_matrix_mean[17],algorithm_params/covariance_matrix_variance[17],algorithm_params/mean[18],algorithm_params/covariance_matrix_mean[18],algorithm_params/covariance_matrix_variance[18],algorithm_params/mean[19],algorithm_params/covariance_matrix_mean[19],algorithm_params/covariance_matrix_variance[19],iteration/reward
0,0.9890046715736389,0.0505177266895771,0.047159284353256226,0.4575687050819397,0.04933267459273338,0.04819841310381889,0.8646587133407593,0.04942862316966057,0.047993116080760956,0.7388055920600891,0.04886145144701004,0.047044966369867325,0.52564936876297,0.05094755068421364,0.04674609377980232,0.909230649471283,0.04903262481093407,0.047613147646188736,0.9642601609230042,0.048088084906339645,0.047772884368896484,0.35739558935165405,0.04969410598278046,0.046864334493875504,0.0015143356285989285,0.04884911701083183,0.0475684255361557,0.2543674111366272,0.05006854608654976,0.04781867191195488,0.6540934443473816,0.04870074614882469,0.048408765345811844,0.012996841222047806,0.050145287066698074,0.04699435830116272,0.23659582436084747,0.050255969166755676,0.04790371283888817,0.8727037310600281,0.05066077783703804,0.04585612192749977,0.4170205593109131,0.04704165458679199,0.04471908509731293,0.1851799339056015,0.04910753294825554,0.04821959510445595,0.8040135502815247,0.05101032182574272,0.047211382538080215,0.4677908718585968,0.05167919769883156,0.04647426679730415,1.0253543853759766,0.051689695566892624,0.04625733941793442,0.0725674256682396,0.04841036722064018,0.04794943705201149,0.21800510585308075
1,0.959967315196991,0.049911968410015106,0.04518614709377289,0.471795916557312,0.04826490953564644,0.047836944460868835,0.9424543380737305,0.04650942236185074,0.04913199320435524,0.675906240940094,0.049599211663007736,0.04697076231241226,0.6282092332839966,0.04692181572318077,0.04788905754685402,0.8845336437225342,0.04958146810531616,0.04708144813776016,0.9106065630912781,0.048829320818185806,0.04654712602496147,0.3918261229991913,0.0483366958796978,0.04590559005737305,0.04017917811870575,0.048567671328783035,0.04716465622186661,0.2095378041267395,0.05240412801504135,0.04732757434248924,0.6552780866622925,0.049538079649209976,0.047189246863126755,0.013556361198425293,0.05090146139264107,0.04677778109908104,0.22054481506347656,0.05223884433507919,0.04768039658665657,0.8389867544174194,0.0522526353597641,0.046496372669935226,0.39736631512641907,0.04731285572052002,0.04482721537351608,0.08870631456375122,0.05441512539982796,0.051436372101306915,0.7469261884689331,0.053009796887636185,0.046448104083538055,0.5159131288528442,0.051339566707611084,0.04613638296723366,0.9825201630592346,0.052636273205280304,0.04605361446738243,0.005704415030777454,0.04956828057765961,0.047198038548231125,0.21835269033908844
2,0.950354814529419,0.05132778361439705,0.04421817883849144,0.4523528516292572,0.04876575991511345,0.04807744920253754,0.9360350966453552,0.04620293900370598,0.04769917577505112,0.7203176617622375,0.048861484974622726,0.0477837473154068,0.5956586003303528,0.04667917266488075,0.05017860606312752,0.8947868943214417,0.049946192651987076,0.04816795513033867,0.9505150318145752,0.04876725375652313,0.046273477375507355,0.445639044046402,0.04646824300289154,0.045273151248693466,0.09661446511745453,0.04835017770528793,0.04596984386444092,0.17541392147541046,0.05110469460487366,0.04741305857896805,0.6497536301612854,0.04681868851184845,0.045393116772174835,-0.1065215915441513,0.05195800960063934,0.046484265476465225,0.2341049313545227,0.05227123200893402,0.04836530238389969,0.8216311931610107,0.051763150840997696,0.04624723270535469,0.33260485529899597,0.04926218464970589,0.04588235542178154,0.051463015377521515,0.05694018304347992,0.05259598419070244,0.8401052355766296,0.05122937262058258,0.04642948880791664,0.5316289067268372,0.05083770677447319,0.046610698103904724,1.0178823471069336,0.05224055424332619,0.04558001831173897,-0.07454704493284225,0.049648500978946686,0.048304155468940735,0.2702725827693939
3,0.9003157615661621,0.04999014735221863,0.04443987458944321,0.4331824779510498,0.04834221303462982,0.048303790390491486,0.909220278263092,0.04552843049168587,0.04451495781540871,0.6786502599716187,0.04568808153271675,0.04761549085378647,0.6105878949165344,0.0467865914106369,0.050331614911556244,0.9067090153694153,0.04843277111649513,0.0469706691801548,0.9745871424674988,0.05105436593294144,0.046123113483190536,0.40119925141334534,0.04626842960715294,0.044516440480947495,0.11538692563772202,0.04854815453290939,0.045617811381816864,0.2092008888721466,0.05380884185433388,0.048411641269922256,0.7397599816322327,0.04882174730300903,0.048186685889959335,-0.1675187200307846,0.05028195679187775,0.04843176528811455,0.26303333044052124,0.050471216440200806,0.04748579487204552,0.8711277842521667,0.05420556291937828,0.045539986342191696,0.32913902401924133,0.05048421397805214,0.04475335031747818,-0.02800416387617588,0.055811673402786255,0.05353342369198799,0.9496687650680542,0.04999283328652382,0.048104383051395416,0.6093456149101257,0.05093473568558693,0.04818827658891678,1.058796763420105,0.05008276179432869,0.04505998268723488,-0.15847983956336975,0.049654874950647354,0.051958680152893066,0.2842259705066681
4,0.887503981590271,0.05002577230334282,0.04454779252409935,0.4455103874206543,0.046955689787864685,0.047230638563632965,0.8246527910232544,0.04484228044748306,0.04499637708067894,0.7245140075683594,0.04853343218564987,0.04638470336794853,0.5466103553771973,0.044206537306308746,0.04968104884028435,0.9164032936096191,0.047299064695835114,0.04587079957127571,1.1280617713928223,0.05163707211613655,0.05002572387456894,0.3642559051513672,0.04591602832078934,0.04396874085068703,0.13775137066841125,0.04943929240107536,0.04551433026790619,0.1849469542503357,0.052484456449747086,0.046615101397037506,0.7881439924240112,0.051157575100660324,0.049945056438446045,-0.11764492839574814,0.04975416511297226,0.048172727227211,0.28510934114456177,0.04995495826005936,0.04718595743179321,0.9619240164756775,0.05407238006591797,0.04687487334012985,0.3672252595424652,0.04983149841427803,0.04382768273353577,-0.031741298735141754,0.05191924795508385,0.05454537644982338,0.8564042448997498,0.04858186095952988,0.05056842416524887,0.6698848605155945,0.05232055485248566,0.04999298229813576,1.1230385303497314,0.051787011325359344,0.04696590080857277,-0.2209741175174713,0.04756532609462738,0.05579197779297829,0.2853338122367859
5,0.9596229195594788,0.05183010920882225,0.04507565125823021,0.4405008852481842,0.047443192452192307,0.04649651423096657,0.8573260307312012,0.045040663331747055,0.0460561141371727,0.6926066279411316,0.048622120171785355,0.04665564000606537,0.6102733016014099,0.04638839513063431,0.04999378323554993,0.8983287215232849,0.046293240040540695,0.04499891400337219,1.1235960721969604,0.05339079350233078,0.05055878311395645,0.40613868832588196,0.04585306718945503,0.04384947940707207,0.32573583722114563,0.054206907749176025,0.05258755385875702,0.1505647897720337,0.05099869146943092,0.04623633995652199,0.7295293211936951,0.052254568785429,0.049349647015333176,-0.1309322714805603,0.049265433102846146,0.04852369427680969,0.25544866919517517,0.049418989568948746,0.04706895723938942,1.0171610116958618,0.05586998909711838,0.048310182988643646,0.36566776037216187,0.04989470914006233,0.04260530322790146,-0.018625430762767792,0.04975144565105438,0.053653545677661896,0.7419575452804565,0.046192679554224014,0.05111251026391983,0.7934895753860474,0.056770868599414825,0.055065806955099106,1.1915003061294556,0.0535958968102932,0.05036582052707672,-0.21895186603069305,0.04417439177632332,0.058016471564769745,0.2869347333908081
6,1.0022162199020386,0.05335540696978569,0.04437509551644325,0.44456079602241516,0.04749549180269241,0.04581708088517189,0.8721455931663513,0.04411405324935913,0.046959422528743744,0.7285248637199402,0.04941752552986145,0.046504583209753036,0.6643810272216797,0.047134798020124435,0.05024952068924904,0.8515893220901489,0.044946737587451935,0.04482860490679741,1.131377100944519,0.05412403121590614,0.05217915400862694,0.40981024503707886,0.044669825583696365,0.04352057725191116,0.36326509714126587,0.058132730424404144,0.05548056587576866,0.18961478769779205,0.050678033381700516,0.04554276913404465,0.6878347992897034,0.05119894817471504,0.049244143068790436,-0.13449370861053467,0.04667719453573227,0.046859946101903915,0.2815617024898529,0.05041215196251869,0.04676569253206253,0.9994716644287109,0.05571191385388374,0.049151670187711716,0.31494805216789246,0.04874261096119881,0.04357849434018135,0.038078807294368744,0.04794939234852791,0.053545206785202026,0.6710174083709717,0.04449951648712158,0.05245279520750046,0.8391269445419312,0.05957334116101265,0.05830330401659012,1.2055281400680542,0.05612526834011078,0.0521167628467083,-0.2597593367099762,0.040905795991420746,0.058485351502895355,0.2874084711074829
7,1.0181307792663574,0.0552457757294178,0.04228639602661133,0.40546751022338867,0.04610273614525795,0.04517929255962372,0.8438339829444885,0.04297146946191788,0.04670519381761551,0.6659862995147705,0.0485663041472435,0.04655938968062401,0.7098581194877625,0.04715784266591072,0.05098554864525795,0.8139387369155884,0.046262700110673904,0.044140249490737915,1.1569684743881226,0.05513270944356918,0.052448760718107224,0.2882835566997528,0.04280124604701996,0.04565935954451561,0.3342587649822235,0.060209039598703384,0.05800947919487953,0.3286092281341553,0.05377986654639244,0.047031745314598083,0.6833879947662354,0.04925478249788284,0.0493336021900177,-0.12710462510585785,0.047104980796575546,0.046936169266700745,0.31255170702934265,0.05220525711774826,0.04584968835115433,0.9911595582962036,0.056310951709747314,0.04862719401717186,0.24129068851470947,0.04869858920574188,0.041674356907606125,-0.016926240175962448,0.04728374257683754,0.05424399673938751,0.6541790962219238,0.04209103807806969,0.0542353056371212,0.9690653085708618,0.06275039911270142,0.0670786052942276,1.2308063507080078,0.05699919909238815,0.05305366963148117,-0.2414667308330536,0.03860638663172722,0.059325188398361206,0.2890070080757141
8,1.0640761852264404,0.0568338967859745,0.04248306155204773,0.412706583738327,0.0437425933778286,0.046143364161252975,0.81484055519104,0.04055337980389595,0.04719189554452896,0.6055041551589966,0.04611552134156227,0.04652462527155876,0.7847512364387512,0.05136125534772873,0.053664680570364,0.9125567674636841,0.04835150018334389,0.04426385834813118,1.2534433603286743,0.06239665299654007,0.053486913442611694,0.3624674379825592,0.04496869444847107,0.046750910580158234,0.27850839495658875,0.06274811923503876,0.05705295503139496,0.39664405584335327,0.05876120179891586,0.04655607044696808,0.8069940209388733,0.05404505878686905,0.051155585795640945,-0.12103866040706635,0.04569529369473457,0.04755324125289917,0.34617742896080017,0.05365452170372009,0.04601304233074188,0.97480309009552,0.05833647772669792,0.048238255083560944,0.33334407210350037,0.049679312855005264,0.03967317193746567,0.014920334331691265,0.0463673397898674,0.05483078956604004,0.6726293563842773,0.04031826928257942,0.05451463535428047,1.0207035541534424,0.06857585161924362,0.07240663468837738,1.149364709854126,0.05452117323875427,0.05173826962709427,-0.2397739738225937,0.03489145636558533,0.05877538025379181,0.2895761728286743
9,1.1554521322250366,0.06050034984946251,0.04407981038093567,0.4013368785381317,0.04486272484064102,0.04520336911082268,0.8189292550086975,0.04016312211751938,0.04745938256382942,0.5536404252052307,0.04255542531609535,0.04813724756240845,0.8940485119819641,0.05542761832475662,0.056375980377197266,0.97840815782547,0.050830867141485214,0.04420703276991844,1.181758999824524,0.06419748067855835,0.05480238422751427,0.3340589106082916,0.04257712513208389,0.04543589428067207,0.2928663492202759,0.06582651287317276,0.05700961872935295,0.46115249395370483,0.061216119676828384,0.04775255545973778,0.6955490708351135,0.054769471287727356,0.051087863743305206,-0.027989577502012253,0.04432763531804085,0.045332636684179306,0.34253600239753723,0.05335094779729843,0.04545335844159126,1.0417709350585938,0.0595015250146389,0.049133047461509705,0.35305309295654297,0.04849168658256531,0.040036387741565704,-0.055657219141721725,0.04396018385887146,0.05639154836535454,0.6642244458198547,0.03803267329931259,0.054865915328264236,1.08678138256073,0.07334057241678238,0.0797809287905693,1.069176197052002,0.05555470287799835,0.05210601165890694,-0.2633459270000458,0.03113839402794838,0.05942389369010925,0.2910188138484955
